,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
3256,Thames Valley DSB,Pub Dist Sch Brd (E/F),Sir John A Macdonald Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,370,0.1,1.0,0.0,0.0,0.2,0.0,0.37,6,0.17,-5,0.17,-5,0.61,18,0.47,15,0.22,-8,0.5,0.15
3258,Thames Valley DSB,Pub Dist Sch Brd (E/F),South Dorchester Public School,Public,Not applicable,Elementary,English,JK-6,Belmont,Ontario,225,0.0,1.0,0.0,0.0,0.05,0.0,0.78,-5,0.66,-12,0.59,-2,0.88,-12,0.79,-14,0.71,12,0.1,0.05
3259,Thames Valley DSB,Pub Dist Sch Brd (E/F),South Ridge Public School,Public,Not applicable,Elementary,English,JK-8,Tillsonburg,Ontario,325,0.0,1.0,0.0,0.0,0.1,0.0,0.57,-8,0.31,-26,0.29,-25,0.82,-2,0.72,-17,0.42,1,0.1,0.2
3260,Thames Valley DSB,Pub Dist Sch Brd (E/F),Southside Public School,Public,Not applicable,Elementary,English,JK-8,Woodstock,Ontario,385,0.15,1.0,0.0,0.0,0.05,0.0,0.71,10,0.61,-5,0.71,12,0.74,-2,0.69,2,0.43,19,0.1,0.05
3261,Thames Valley DSB,Pub Dist Sch Brd (E/F),Southwold Public School,Public,Not applicable,Elementary,English,JK-8,St Thomas,Ontario,665,0.01,1.0,0.0,0.01,0.1,0.01,0.72,-7,0.58,-19,0.57,-20,0.79,6,0.77,11,0.54,7,0.11,0.02
3262,Thames Valley DSB,Pub Dist Sch Brd (E/F),Springbank Public School,Public,Not applicable,Elementary,English,JK-8,Woodstock,Ontario,580,0.15,1.0,0.02,0.02,0.08,0.01,0.7,10,0.72,8,0.52,-1,0.71,-7,0.66,-9,0.56,16,0.11,0.04
3263,Thames Valley DSB,Pub Dist Sch Brd (E/F),Springfield Public School,Public,Not applicable,Elementary,English,JK-6,Springfield,Ontario,165,0.0,1.0,0.0,0.0,0.1,0.0,0.57,-3,0.57,5,0.62,-6,0.7,6,0.65,15,0.17,-4,0.1,0.3
3264,Thames Valley DSB,Pub Dist Sch Brd (E/F),St Georges Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,320,0.25,1.0,0.15,0.15,0.1,0.0,0.75,9,0.71,5,0.62,-10,0.69,-2,0.73,16,0.69,31,0.2,0.05
3265,Thames Valley DSB,Pub Dist Sch Brd (E/F),Stoney Creek Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,1000,0.33,1.0,0.15,0.15,0.1,0.02,0.89,5,0.88,9,0.77,2,0.83,3,0.84,10,0.59,7,0.19,0.02
3266,Thames Valley DSB,Pub Dist Sch Brd (E/F),Stoneybrook Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,495,0.3,0.95,0.1,0.15,0.05,0.0,0.85,-4,0.87,1,0.83,-5,0.9,-7,0.9,0,0.57,-8,0.15,0.0
3267,Thames Valley DSB,Pub Dist Sch Brd (E/F),Straffordville Public School,Public,Not applicable,Elementary,English,JK-8,Straffordville,Ontario,305,0.15,1.0,0.05,0.05,0.05,0.0,0.48,-8,0.59,25,0.37,18,0.72,27,0.79,46,0.51,36,0.15,0.5
3269,Thames Valley DSB,Pub Dist Sch Brd (E/F),Summers' Corners Public School,Public,Not applicable,Elementary,English,JK-8,Aylmer,Ontario,490,0.2,1.0,0.0,0.0,0.1,0.05,0.7,-1,0.5,-18,0.45,-23,0.73,0,0.69,7,0.47,18,0.25,0.45
3271,Thames Valley DSB,Pub Dist Sch Brd (E/F),Tavistock Public School,Public,Not applicable,Elementary,English,JK-8,Tavistock,Ontario,310,0.0,1.0,0.0,0.0,0.1,0.0,0.53,-11,0.53,-1,0.44,-15,0.89,28,0.81,14,0.52,19,0.1,0.05
3272,Thames Valley DSB,Pub Dist Sch Brd (E/F),Tecumseh Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,285,0.0,1.0,0.0,0.0,0.1,0.0,0.69,-8,0.54,-32,0.5,-21,0.71,-12,0.55,-28,0.45,6,0.2,0.05
3274,Thames Valley DSB,Pub Dist Sch Brd (E/F),Thamesford Public School,Public,Not applicable,Elementary,English,JK-8,Thamesford,Ontario,330,0.0,1.0,0.0,0.0,0.1,0.0,0.74,19,0.7,22,0.56,17,0.77,2,0.69,-3,0.51,-7,0.05,0.0
3275,Thames Valley DSB,Pub Dist Sch Brd (E/F),Trafalgar Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,135,0.1,1.0,0.0,0.0,0.15,0.0,0.47,12,0.2,-27,0.2,-21,0.27,-18,0.2,-7,0.07,-2,0.3,0.2
3276,Thames Valley DSB,Pub Dist Sch Brd (E/F),Tweedsmuir Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,375,0.1,1.0,0.0,0.0,0.1,0.0,0.43,-6,0.43,-13,0.49,8,0.7,2,0.77,21,0.45,23,0.1,0.0
3277,Thames Valley DSB,Pub Dist Sch Brd (E/F),University Heights Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,365,0.55,1.0,0.3,0.25,0.05,0.0,0.79,1,0.79,10,0.54,-2,0.9,-1,0.84,-4,0.77,-2,0.4,0.0
3278,Thames Valley DSB,Pub Dist Sch Brd (E/F),Valleyview Central Public School,Public,Not applicable,Elementary,English,JK-8,Ilderton,Ontario,195,0.0,1.0,0.0,0.0,0.05,0.0,0.72,-8,0.72,12,0.67,0,0.9,8,0.8,15,0.6,13,0.05,0.0
3279,Thames Valley DSB,Pub Dist Sch Brd (E/F),Victoria Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,235,0.1,1.0,0.05,0.0,0.1,0.0,0.31,-21,0.23,-25,0.27,-25,0.5,-31,0.58,-4,0.17,-21,0.2,0.0
3280,Thames Valley DSB,Pub Dist Sch Brd (E/F),W Sherwood Fox Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,485,0.35,1.0,0.15,0.2,0.1,0.0,0.6,26,0.55,21,0.51,28,0.73,21,0.73,32,0.35,17,0.3,0.0
3282,Thames Valley DSB,Pub Dist Sch Brd (E/F),West Nissouri Public School,Public,Not applicable,Elementary,English,JK-8,Thorndale,Ontario,460,0.0,1.0,0.0,0.0,0.1,0.0,0.72,14,0.64,8,0.58,-7,0.75,-4,0.81,6,0.54,0,0.1,0.0
3284,Thames Valley DSB,Pub Dist Sch Brd (E/F),Westfield Public School,Public,Not applicable,Elementary,English,JK-8,Tillsonburg,Ontario,605,0.02,1.0,0.0,0.0,0.07,0.01,0.73,-4,0.75,14,0.62,-5,0.64,-8,0.72,10,0.36,-2,0.18,0.05
3287,Thames Valley DSB,Pub Dist Sch Brd (E/F),Westmount Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,665,0.3,1.0,0.13,0.13,0.11,0.01,0.75,10,0.75,27,0.71,25,0.77,17,0.83,25,0.48,23,0.28,0.07
3288,Thames Valley DSB,Pub Dist Sch Brd (E/F),White Oaks Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,880,0.48,1.0,0.19,0.19,0.11,0.0,0.52,8,0.49,3,0.47,16,0.71,7,0.71,9,0.36,-4,0.36,0.09
3289,Thames Valley DSB,Pub Dist Sch Brd (E/F),Wilberforce Public School,Public,Not applicable,Elementary,English,JK-8,Lucan,Ontario,600,0.01,1.0,0.0,0.0,0.07,0.01,0.59,-9,0.59,6,0.54,5,0.76,-10,0.72,9,0.36,-1,0.08,0.04
3290,Thames Valley DSB,Pub Dist Sch Brd (E/F),Wilfrid Jury Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,765,0.44,1.0,0.19,0.19,0.12,0.0,0.55,14,0.45,1,0.35,1,0.62,3,0.59,1,0.3,-3,0.34,0.08
3291,Thames Valley DSB,Pub Dist Sch Brd (E/F),Wilton Grove Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,435,0.25,0.95,0.05,0.1,0.1,0.0,0.42,-1,0.4,13,0.33,10,0.54,3,0.54,8,0.33,3,0.45,0.15
3292,Thames Valley DSB,Pub Dist Sch Brd (E/F),Winchester Street Public School,Public,Not applicable,Elementary,English,JK-8,Woodstock,Ontario,395,0.05,1.0,0.0,0.0,0.1,0.0,0.56,-8,0.47,-42,0.44,8,0.61,-6,0.67,8,0.21,-12,0.2,0.1
3293,Thames Valley DSB,Pub Dist Sch Brd (E/F),Woodland Heights Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,570,0.18,1.0,0.14,0.13,0.11,0.0,0.58,2,0.35,-17,0.35,-12,0.4,-3,0.36,1,0.13,-9,0.31,0.06
3295,Thames Valley DSB,Pub Dist Sch Brd (E/F),Wortley Road Public School,Public,Not applicable,Elementary,English,JK-8,London,Ontario,255,0.05,1.0,0.0,0.0,0.15,0.05,0.67,19,0.62,14,0.67,15,0.83,2,0.7,5,0.48,6,0.15,0.0
3528,Toronto DSB,Pub Dist Sch Brd (E/F),Adam Beck Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,Ontario,550,0.09,0.99,0.03,0.03,0.11,0.01,0.86,1,0.52,-30,0.56,-5,0.93,0,0.93,8,0.4,-31,0.06,0.01
3529,Toronto DSB,Pub Dist Sch Brd (E/F),Africentric Alternative School,Public,Not applicable,Elementary,English,JK-8,Toronto,Ontario,90,0.1,1.0,0.1,0.0,0.0,0.0,0.79,11,0.86,23,0.57,25,0.77,23,0.85,31,0.08,-7,0.3,0.1
3531,Toronto DSB,Pub Dist Sch Brd (E/F),Agincourt Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,Ontario,220,0.75,1.0,0.1,0.1,0.15,0.0,0.79,-13,0.79,-9,0.61,-19,0.81,-5,0.9,4,0.68,-1,0.25,0.05
3532,Toronto DSB,Pub Dist Sch Brd (E/F),Agnes Macphail Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,Ontario,280,0.75,1.0,0.1,0.1,0.15,0.0,0.76,-7,0.71,-12,0.82,-1,0.91,9,0.91,5,0.83,4,0.25,0.3
3534,Toronto DSB,Pub Dist Sch Brd (E/F),Albion Heights Junior Middle School,Public,Not applicable,Elementary,English,JK-8,Etobicoke,Ontario,430,0.5,1.0,0.15,0.1,0.15,0.0,0.82,-3,0.76,-13,0.5,-15,0.94,20,0.97,27,0.42,-3,0.25,0.05
3535,Toronto DSB,Pub Dist Sch Brd (E/F),Alexander Muir/Gladstone Ave Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,Ontario,485,0.2,1.0,0.05,0.05,0.2,0.0,0.71,6,0.87,4,0.48,-13,0.94,6,0.97,3,0.6,1,0.2,0.05
3536,Toronto DSB,Pub Dist Sch Brd (E/F),Alexander Stirling Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,Ontario,365,0.35,0.95,0.0,0.0,0.15,0.0,0.5,-6,0.7,17,0.38,-1,0.6,-12,0.6,-2,0.2,-25,0.3,0.1
3537,Toronto DSB,Pub Dist Sch Brd (E/F),Alexmuir Junior Public School,Public,Not applicable,Elementary,English,JK-6,Scarborough,Ontario,355,0.85,1.0,0.05,0.05,0.1,0.0,0.79,2,0.74,-5,0.74,-5,0.87,-4,0.93,2,0.64,11,0.3,0.25
3538,Toronto DSB,Pub Dist Sch Brd (E/F),Allenby Junior Public School,Public,Not applicable,Elementary,English,JK-6,Toronto,Ontario,770,0.13,1.0,0.1,0.1,0.06,0.01,0.9,1,0.82,-5,0.77,4,0.95,0,0.93,-2,0.76,-12,0.08,0.0
3540,Toronto DSB,Pub Dist Sch Brd (E/F),Alvin Curling Public School,Public,Not applicable,Elementary,English,JK-8,Scarborough,Ontario,535,0.71,1.0,0.07,0.07,0.13,0.0,0.85,3,0.88,3,0.65,-14,0.94,-2,0.96,-2,0.66,-9,0.19,0.12
3543,Toronto DSB,Pub Dist Sch Brd (E/F),Annette Street Junior and Senior Public School,Public,Not applicable,Elementary,English,JK-8,Toronto,Ontario,535,0.09,1.0,0.04,0.04,0.17,0.02,0.76,-10,0.64,-6,0.59,-4,0.83,3,0.83,5,0.39,-11,0.09,0.01
