,Board Name,Board Type,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,City,Province,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate"
699,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Notre-Dame-du-Sault,Catholic,Not applicable,Elementary,French,JK-8,Sault Ste. Marie,Ontario,275,0.3,0.65,0.0,0.0,0.1,0.0,0.74,17,0.7,19,0.7,33,0.94,16,0.76,6,0.76,6,0.2,0.05
702,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Antoine,Catholic,Not applicable,Elementary,French,JK-8,Noelville,Ontario,100,0.9,0.1,0.0,0.0,0.2,0.0,0.85,-1,0.69,5,0.92,-8,0.65,-8,0.76,12,0.47,11,0.1,0.0
703,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Augustin,Catholic,Not applicable,Elementary,French,JK-8,Garson,Ontario,225,0.4,0.6,0.0,0.0,0.05,0.0,0.61,9,0.5,6,0.61,25,1.0,15,0.91,10,1.0,42,0.05,0.0
705,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Denis,Catholic,Not applicable,Elementary,French,JK-8,Sudbury,Ontario,395,0.85,0.15,0.0,0.0,0.15,0.0,0.9,12,0.78,0,0.68,-15,0.86,-7,0.58,-14,0.53,-24,0.15,0.0
706,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Dominique,Catholic,Not applicable,Elementary,French,JK-6,Sudbury,Ontario,180,0.65,0.35,0.0,0.0,0.1,0.0,0.83,10,0.61,-12,0.44,8,0.88,-6,0.83,-11,0.88,19,0.3,0.05
707,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Etienne,Catholic,Not applicable,Elementary,French,JK-8,Dowling,Ontario,155,0.55,0.4,0.0,0.0,0.2,0.0,0.95,-5,0.89,-7,0.84,-12,1.0,0,0.81,-4,0.94,-6,0.1,0.05
709,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Joseph,Catholic,Not applicable,Elementary,French,JK-8,Blind River,Ontario,185,0.5,0.45,0.0,0.0,0.15,0.0,0.88,-12,0.62,-38,0.75,-25,0.92,-8,0.92,2,0.75,5,0.2,0.05
710,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Joseph,Catholic,Not applicable,Elementary,French,JK-8,Wawa,Ontario,170,0.25,0.75,0.0,0.0,0.05,0.0,0.94,2,0.65,-35,0.82,7,1.0,0,0.91,-1,0.82,-18,0.1,0.1
711,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Joseph,Catholic,Not applicable,Elementary,French,JK-8,Sudbury,Ontario,110,0.7,0.25,0.15,0.15,0.1,0.0,0.6,-18,0.53,-14,0.47,-47,1.0,10,0.64,-6,0.91,21,0.4,0.1
713,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Paul,Catholic,Not applicable,Elementary,French,JK-8,Lively,Ontario,170,0.3,0.7,0.05,0.05,0.1,0.0,0.76,23,0.76,16,0.76,-11,0.88,3,0.67,5,0.58,-19,0.0,0.0
714,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Saint-Pierre,Catholic,Not applicable,Elementary,French,JK-8,Sudbury,Ontario,210,0.65,0.35,0.0,0.05,0.1,0.0,0.92,-8,0.92,-8,0.88,-3,0.88,-6,0.65,-23,0.65,-29,0.2,0.05
717,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire Sainte-Marie,Catholic,Not applicable,Elementary,French,JK-8,Azilda,Ontario,300,0.85,0.2,0.0,0.0,0.15,0.0,0.88,6,0.74,2,0.56,-19,0.87,1,0.59,-22,0.82,1,0.1,0.0
719,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Felix-Ricard,Catholic,Not applicable,Elementary,French,JK-8,Sudbury,Ontario,305,0.7,0.3,0.05,0.1,0.2,0.0,0.93,12,0.66,8,0.72,7,0.95,-2,0.76,-12,0.78,-19,0.3,0.1
721,CSDC du Nouvel-Ontario,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Jean-Paul II,Catholic,Not applicable,Elementary,French,JK-8,Val Caron,Ontario,435,0.7,0.3,0.0,0.0,0.15,0.0,0.98,-2,0.94,5,1.0,0,1.0,2,0.86,-12,0.95,0,0.1,0.0
734,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Frere Andre,Catholic,Not applicable,Elementary,French,JK-6,London,Ontario,435,0.35,0.8,0.0,0.0,0.1,0.0,0.92,4,0.88,7,0.82,-1,0.98,4,0.81,-11,0.81,-4,0.2,0.0
735,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Georges P Vanier,Catholic,Not applicable,Elementary,French,JK-8,Windsor,Ontario,385,0.25,0.8,0.05,0.05,0.1,0.0,0.86,-1,0.8,-4,0.71,-3,0.97,9,0.8,22,0.93,20,0.25,0.1
736,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Monseigneur Augustin Caron,Catholic,Not applicable,Elementary,French,JK-8,LaSalle,Ontario,520,0.21,0.85,0.0,0.0,0.11,0.0,0.96,8,0.98,12,0.83,-3,0.98,3,0.93,8,0.87,-8,0.07,0.0
737,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Monseigneur Jean Noel,Catholic,Not applicable,Elementary,French,JK-8,Windsor,Ontario,410,0.35,0.85,0.0,0.0,0.15,0.0,1.0,7,1.0,0,1.0,7,0.96,8,0.84,10,0.89,5,0.2,0.05
740,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Pavillon des Jeunes,Catholic,Not applicable,Elementary,French,JK-8,Belle Riviere,Ontario,460,0.2,0.9,0.0,0.0,0.15,0.0,0.6,-8,0.47,-15,0.53,-25,0.94,0,0.74,0,0.87,-4,0.1,0.0
742,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Antoine,Catholic,Not applicable,Elementary,French,JK-8,Tecumseh,Ontario,250,0.25,0.75,0.0,0.0,0.15,0.0,0.92,-5,0.79,-21,0.88,3,1.0,9,0.82,4,0.93,21,0.15,0.0
743,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Edmond,Catholic,Not applicable,Elementary,French,JK-8,Windsor,Ontario,315,0.5,0.7,0.1,0.1,0.1,0.0,0.74,1,0.71,8,0.61,8,0.96,20,0.83,1,0.75,4,0.5,0.1
746,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Jean-Baptiste,Catholic,Not applicable,Elementary,French,JK-8,Amherstburg,Ontario,400,0.1,0.95,0.0,0.0,0.15,0.0,0.87,9,0.82,4,0.63,-4,0.93,1,0.74,-5,0.91,2,0.1,0.0
747,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Jean-de-Brebeuf,Catholic,Not applicable,Elementary,French,JK-6,London,Ontario,420,0.3,0.8,0.0,0.0,0.1,0.0,0.83,3,0.64,-19,0.42,-29,0.92,-1,0.94,-1,0.84,-5,0.2,0.05
748,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Michel,Catholic,Not applicable,Elementary,French,JK-8,Leamington,Ontario,480,0.15,0.9,0.0,0.0,0.1,0.0,0.79,-7,0.76,-12,0.69,-19,0.88,6,0.64,-2,0.78,22,0.15,0.3
749,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Paul,Catholic,Not applicable,Elementary,French,JK-8,Pointe-aux- Roches,Ontario,110,0.2,0.85,0.0,0.0,0.3,0.0,0.87,37,0.6,-11,0.53,-18,0.83,23,0.58,25,0.58,18,0.15,0.15
750,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Philippe,Catholic,Not applicable,Elementary,French,JK-8,Grande Pointe,Ontario,135,0.05,0.95,0.0,0.0,0.25,0.0,0.83,10,0.75,-12,0.58,-9,0.71,1,0.14,-56,0.43,-57,0.15,0.1
751,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Saint-Thomas-d'Aquin,Catholic,Not applicable,Elementary,French,JK-6,Sarnia,Ontario,250,0.25,0.85,0.05,0.05,0.2,0.0,0.7,-9,0.51,-9,0.68,16,0.89,-5,0.75,0,0.86,5,0.15,0.0
752,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Catherine,Catholic,Not applicable,Elementary,French,JK-8,Pain Court,Ontario,260,0.2,0.8,0.0,0.0,0.25,0.0,0.62,-6,0.38,-30,0.57,-20,0.86,12,0.59,-15,0.69,-9,0.1,0.1
753,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Marguerite-Bourgeoys,Catholic,Not applicable,Elementary,French,JK-6,Woodstock,Ontario,435,0.3,0.7,0.0,0.0,0.1,0.0,0.82,2,0.86,19,0.86,8,0.78,10,0.58,-7,0.68,9,0.1,0.05
754,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Marie,Catholic,Not applicable,Elementary,French,JK-6,Chatham,Ontario,365,0.25,0.75,0.0,0.0,0.1,0.0,0.83,13,0.74,12,0.87,38,0.94,6,0.64,-18,0.88,27,0.2,0.05
755,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Therese,Catholic,Not applicable,Elementary,French,JK-8,Windsor,Ontario,540,0.51,0.71,0.1,0.1,0.17,0.0,0.88,1,0.88,-8,0.72,-17,0.97,8,0.92,5,0.97,10,0.32,0.09
756,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Sainte-Ursule,Catholic,Not applicable,Elementary,French,JK-8,McGregor,Ontario,190,0.1,0.9,0.0,0.0,0.15,0.0,0.92,42,0.92,30,0.83,8,0.93,-7,0.59,-22,0.72,-23,0.1,0.0
757,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique St-Dominique-Savio,Catholic,Not applicable,Elementary,French,JK-8,Owen Sound,Ontario,150,0.2,0.75,0.0,0.0,0.2,0.0,0.56,14,0.69,36,0.44,11,0.8,13,0.3,-37,0.7,18,0.2,0.1
758,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Ste-Jeanne-d'Arc,Catholic,Not applicable,Elementary,French,JK-6,London,Ontario,315,0.4,0.8,0.1,0.05,0.1,0.0,0.68,-13,0.42,-33,0.61,-11,0.89,1,0.84,8,0.78,14,0.3,0.1
759,Conseil scolaire catholique Providence,Cath Dist Sch Brd (E/F),Ecole elementaire catholique Ste-Marguerite-d'Youville,Catholic,Not applicable,Elementary,French,JK-8,Tecumseh,Ontario,465,0.2,0.85,0.0,0.0,0.2,0.0,0.98,3,1.0,5,0.93,7,0.95,0,0.91,3,0.88,-1,0.05,0.0
902,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),All Saints Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,375,0.25,1.0,0.0,0.05,0.1,0.0,0.76,-12,0.72,-16,0.48,-30,0.81,-5,0.81,-5,0.56,8,0.1,0.0
904,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Bishop Francis Allen Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,375,0.2,1.0,0.15,0.1,0.1,0.0,0.78,-4,0.81,-8,0.59,-2,0.82,-3,0.91,15,0.59,3,0.25,0.05
905,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Bishop Scalabrini School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,325,0.4,1.0,0.2,0.2,0.1,0.0,0.88,12,0.72,11,0.75,23,0.91,10,0.89,15,0.6,22,0.4,0.0
906,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Blessed Michael J. McGivney Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,435,0.25,1.0,0.05,0.1,0.15,0.0,0.79,6,0.61,-14,0.63,11,0.87,2,0.85,-2,0.42,-13,0.15,0.05
907,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Canadian Martyrs School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,470,0.4,1.0,0.2,0.2,0.1,0.0,0.8,11,0.63,-5,0.61,7,0.86,13,0.94,13,0.54,22,0.3,0.05
910,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Christ The King Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,265,0.3,1.0,0.05,0.0,0.1,0.0,0.65,-21,0.5,-41,0.46,-27,0.89,-7,0.96,0,0.43,-11,0.3,0.05
911,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Corpus Christi School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,250,0.35,1.0,0.2,0.2,0.2,0.0,0.86,7,0.82,-7,0.68,-16,0.78,-14,0.85,-7,0.56,14,0.3,0.1
912,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Divine Mercy School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,445,0.3,1.0,0.1,0.1,0.1,0.0,0.91,-1,0.83,-3,0.73,-9,0.85,-3,0.85,0,0.44,-8,0.2,0.0
913,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Father C W Sullivan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,285,0.2,1.0,0.05,0.05,0.1,0.0,0.79,-4,0.76,3,0.7,23,0.83,8,0.78,3,0.3,-3,0.2,0.1
914,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Father Clair Tipping School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,240,0.3,1.0,0.0,0.0,0.15,0.0,0.7,-14,0.7,-8,0.52,-16,0.91,-2,0.95,9,0.41,3,0.1,0.05
915,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Father Daniel Zanon Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,320,0.4,1.0,0.1,0.1,0.15,0.0,0.74,-7,0.76,-5,0.63,-4,0.84,0,0.78,0,0.41,-15,0.25,0.05
916,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Father Francis McSpiritt Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,540,0.28,1.0,0.06,0.06,0.15,0.0,0.73,-2,0.65,-13,0.56,-2,0.74,-9,0.84,-1,0.39,0,0.13,0.08
918,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Georges Vanier Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,325,0.3,1.0,0.1,0.1,0.1,0.0,0.78,4,0.61,-5,0.53,-7,0.79,5,0.82,1,0.26,0,0.2,0.1
919,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Good Shepherd Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,345,0.25,1.0,0.15,0.1,0.15,0.0,0.89,2,0.74,-8,0.63,-1,0.79,11,0.82,16,0.41,7,0.2,0.1
920,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Guardian Angels Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,475,0.2,1.0,0.1,0.05,0.1,0.0,0.68,-10,0.68,-14,0.58,3,0.74,-14,0.74,-15,0.36,-3,0.15,0.05
921,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Holy Cross School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,510,0.29,1.0,0.14,0.14,0.11,0.0,0.88,7,0.88,4,0.62,-7,0.72,-6,0.74,-8,0.33,-7,0.34,0.12
922,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Holy Family School,Catholic,Not applicable,Elementary,English,JK-8,Bolton,Ontario,360,0.1,1.0,0.0,0.0,0.1,0.0,0.73,-13,0.61,-25,0.52,-24,0.97,5,0.93,1,0.59,14,0.1,0.05
924,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Holy Spirit Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,325,0.15,0.95,0.05,0.05,0.1,0.0,0.91,11,0.82,5,0.79,9,0.89,0,0.96,11,0.35,-14,0.15,0.05
927,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Lester B Pearson Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,525,0.33,1.0,0.09,0.08,0.13,0.0,0.73,-10,0.75,2,0.57,1,0.91,20,0.89,18,0.48,21,0.19,0.06
929,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Mary Fix Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,240,0.15,1.0,0.05,0.05,0.15,0.0,0.64,-17,0.58,-15,0.42,-34,0.96,20,0.89,8,0.25,-8,0.2,0.1
930,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Metropolitan Andrei Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,505,0.47,1.0,0.09,0.09,0.12,0.0,0.68,4,0.64,2,0.42,-13,0.71,-9,0.85,16,0.35,-2,0.24,0.06
932,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Fatima School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,310,0.2,1.0,0.05,0.05,0.3,0.0,0.66,1,0.44,-32,0.28,-13,0.7,3,0.67,9,0.1,-23,0.2,0.05
933,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Good Voyage Catholic School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,165,0.25,1.0,0.15,0.15,0.1,0.0,0.86,-9,0.93,7,0.86,24,0.9,0,1.0,19,0.5,-2,0.2,0.0
934,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Lourdes Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,240,0.05,1.0,0.0,0.0,0.05,0.0,0.8,2,0.8,2,0.6,-18,0.94,10,0.88,-3,0.41,-6,0.1,0.0
935,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Mercy Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,285,0.2,0.95,0.1,0.1,0.1,0.05,0.71,-17,0.76,11,0.52,-1,0.9,-2,0.94,7,0.6,4,0.2,0.0
937,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Peace School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,375,0.3,1.0,0.15,0.15,0.1,0.0,0.76,9,0.65,10,0.32,-10,0.91,8,0.91,5,0.38,-4,0.2,0.1
938,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Our Lady of Providence Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,605,0.13,1.0,0.08,0.09,0.08,0.0,0.79,-11,0.83,-5,0.59,-7,0.9,3,0.9,0,0.61,23,0.16,0.06
939,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Pauline Vanier Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,155,0.15,1.0,0.1,0.1,0.15,0.0,0.77,2,0.62,-13,0.38,-22,0.6,-15,0.6,2,0.2,3,0.2,0.1
941,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Queen of Heaven School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,360,0.2,1.0,0.0,0.0,0.25,0.0,0.88,13,0.88,20,0.65,6,0.83,6,0.87,14,0.91,33,0.2,0.0
943,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),Sacred Heart Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,240,0.1,1.0,0.05,0.0,0.15,0.0,0.6,-31,0.48,-48,0.28,-24,0.79,-17,0.71,-21,0.43,-24,0.1,0.1
944,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),San Lorenzo Ruiz Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,390,0.2,1.0,0.05,0.1,0.1,0.0,0.78,-12,0.74,-16,0.74,-3,0.92,13,0.94,16,0.67,19,0.15,0.1
945,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Agnes Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,340,0.2,1.0,0.05,0.05,0.15,0.0,0.86,1,0.92,4,0.86,15,0.93,19,0.9,16,0.76,28,0.15,0.1
946,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Albert of Jerusalem Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,500,0.3,1.0,0.1,0.1,0.1,0.0,0.91,-2,0.92,-5,0.82,-6,0.85,7,0.8,-3,0.61,21,0.1,0.05
947,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Alfred School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,415,0.55,1.0,0.2,0.2,0.15,0.0,0.61,-11,0.52,-17,0.33,-23,0.83,26,0.83,16,0.32,5,0.35,0.1
949,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Andrew School,Catholic,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,465,0.1,1.0,0.0,0.0,0.05,0.0,0.78,6,0.84,10,0.6,11,0.93,4,0.86,1,0.35,-8,0.1,0.0
950,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Angela Merici Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,500,0.1,1.0,0.05,0.05,0.15,0.0,0.85,4,0.89,12,0.45,-9,0.74,-1,0.9,22,0.36,-12,0.15,0.05
951,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Anne Separate School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,565,0.26,0.99,0.13,0.13,0.14,0.0,0.59,-5,0.65,9,0.43,-8,0.84,2,0.85,3,0.33,-17,0.25,0.07
952,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Anthony School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,390,0.15,1.0,0.1,0.1,0.1,0.0,0.68,-5,0.62,-7,0.44,-10,0.59,-5,0.51,-15,0.08,-5,0.2,0.1
954,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Basil School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,255,0.3,1.0,0.0,0.0,0.15,0.0,0.74,-11,0.78,-10,0.37,-17,0.83,-1,0.87,0,0.39,-6,0.15,0.05
955,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Benedict Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Orangeville,Ontario,495,0.05,1.0,0.0,0.0,0.1,0.0,0.72,4,0.62,-2,0.43,-12,0.92,25,0.92,31,0.48,17,0.1,0.05
956,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Bernadette Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,270,0.25,1.0,0.1,0.1,0.1,0.0,0.81,6,0.81,1,0.44,-11,0.93,40,0.93,40,0.69,45,0.25,0.0
957,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Brigid School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,265,0.3,1.0,0.1,0.1,0.1,0.0,0.64,-26,0.68,-18,0.45,-24,0.9,-2,0.86,-14,0.38,-41,0.15,0.05
958,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Catherine of Siena School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,550,0.54,0.99,0.28,0.28,0.1,0.0,0.81,11,0.83,9,0.67,19,0.84,4,0.84,2,0.44,-13,0.38,0.1
959,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Cecilia Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Brampton,Ontario,305,0.1,1.0,0.05,0.05,0.2,0.05,0.62,-14,0.59,-11,0.44,1,0.87,12,0.92,6,0.33,-3,0.15,0.05
960,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Christopher School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,460,0.2,1.0,0.0,0.0,0.1,0.0,0.89,-6,0.85,-10,0.62,-19,0.98,4,0.98,13,0.6,-15,0.15,0.05
961,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Clare School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,290,0.2,0.95,0.05,0.05,0.25,0.0,0.82,-4,0.74,-5,0.79,-3,0.93,9,0.97,25,0.67,39,0.15,0.05
962,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Cornelius School,Catholic,Not applicable,Elementary,English,JK-8,Caledon East,Ontario,655,0.07,1.0,0.01,0.01,0.09,0.0,0.85,-9,0.82,-10,0.67,-16,0.87,3,0.92,7,0.37,-3,0.06,0.04
963,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St David of Wales Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,210,0.2,1.0,0.05,0.1,0.2,0.0,0.77,-7,0.73,-11,0.82,10,0.77,-3,0.77,-7,0.73,17,0.2,0.1
964,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Dominic Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,320,0.3,1.0,0.05,0.0,0.1,0.0,0.94,5,0.9,1,0.74,-15,0.84,-6,0.84,-10,0.54,-1,0.2,0.05
965,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Edith Stein Elementary School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,265,0.3,1.0,0.05,0.05,0.2,0.0,0.93,-2,0.9,5,0.63,8,0.88,-1,0.85,-11,0.54,-9,0.1,0.0
967,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),St Edmund Separate School,Catholic,Not applicable,Elementary,English,JK-8,Mississauga,Ontario,350,0.1,1.0,0.0,0.0,0.1,0.0,0.95,8,1.0,3,1.0,15,0.92,-5,0.92,-8,0.79,20,0.1,0.05
